teamId,teamName,gender,weapon,lowWinPct,mediumWinPct,highWinPct,lowStrength,mediumStrength,highStrength,lowScore,mediumScore,highScore,prc,spi
2,Brown University,Women,Sabre,0.9167,0.8,0.1667,22.5,39.2,60,20.625,31.36,10,4,65.985
7,Vassar College,Women,Sabre,0.9231,0.2857,0.1,22.8462,41.1429,61.25,21.0888,11.7551,6.125,2.5,41.4689
2,Brown University,Women,Team,0.9167,0.9,0.5,28.25,39.6,60,25.8958,35.64,30,4,95.5358
7,Vassar College,Women,Team,0.9231,0.1429,0,27.9231,41.7143,63.75,25.7751,0,0,2.5,28.2751
85,Massachusetts Institute of Technology,Women,Epee,0.8889,0.7,0.2222,27.3333,40.8,62.8571,24.2963,28.56,13.9683,4,70.8246
35,Sacred Heart University,Women,Epee,0.75,0.1429,0.1429,26.25,40.4444,53.3333,19.6875,5.7778,7.619,2,35.0843
85,Massachusetts Institute of Technology,Women,Foil,0.9167,0.25,0.125,29.75,41.5,61.6667,27.2708,10.375,7.7083,3.5,48.8542
35,Sacred Heart University,Women,Foil,0.5833,0.125,0,30.25,41.5,60,17.6458,0,0,1,18.6458
85,Massachusetts Institute of Technology,Women,Sabre,0.9,0.7,0.125,24.3,38.4,63.3333,21.87,26.88,7.9167,3.5,60.1667
35,Sacred Heart University,Women,Sabre,0.4,0.3333,0,24.3,40,57,9.72,13.3333,0,0.5,23.5533
85,Massachusetts Institute of Technology,Women,Team,0.9,0.6,0,27.9,40.4,63.3333,25.11,24.24,0,3.5,52.85
35,Sacred Heart University,Women,Team,0.6,0.1,0,27.9,41.2,58.8889,16.74,0,0,1.5,18.24
64,Massachusetts Institute of Technology,Men,Epee,0.8,0.5,0.2,30,41.5,58.75,24,20.75,11.75,4,60.5
24,Sacred Heart University,Men,Epee,0.8,0.3333,0.0909,30,41.7778,60,24,13.9259,5.4545,3,46.3805
64,Massachusetts Institute of Technology,Men,Foil,0.8,0.7778,0.4444,30,40,58.5714,24,31.1111,26.0317,4,85.1429
24,Sacred Heart University,Men,Foil,0.8889,0.6667,0,30.3333,38.6667,56.25,26.963,25.7778,0,3.5,56.2407
64,Massachusetts Institute of Technology,Men,Sabre,0.875,0.5,0.3636,30.375,39,65.5556,26.5781,19.5,23.8384,3,72.9165
24,Sacred Heart University,Men,Sabre,0.875,0.625,0.3333,30.75,40,61.4286,26.9063,25,20.4762,4.5,76.8824
64,Massachusetts Institute of Technology,Men,Team,0.8,0.7778,0.4444,30,40.4444,58.5714,24,31.4568,26.0317,3.5,84.9885
24,Sacred Heart University,Men,Team,0.8571,0.6667,0.1111,30.8571,40,55.7143,26.449,26.6667,6.1905,3.5,62.8061
50,Brandeis University,Men,Epee,0.8,0.4444,0.1739,30,40.8889,59.0476,24,18.1728,10.2692,3.5,55.942
50,Brandeis University,Men,Foil,0.9,0.9,0.3182,30,39.2,61.5,27,35.28,19.5682,4,85.8482
50,Brandeis University,Men,Sabre,0.9,0.6667,0.5238,30.6,40.6667,61.5789,27.54,27.1111,32.2556,4.5,91.4068
50,Brandeis University,Men,Team,0.8,0.5,0.1111,30,40.8571,59.375,24,20.4286,6.5972,4,55.0258
20,Vassar College,Men,Epee,0.75,0.5556,0.1818,28.875,41.7778,62.2222,21.6563,23.2099,11.3131,3,59.1793
20,Vassar College,Men,Foil,0.7778,0.2222,0,28.6667,40,63.75,22.2963,8.8889,0,2,33.1852
20,Vassar College,Men,Sabre,0.8,0.5714,0.1818,29.4,40,61.1111,23.52,22.8571,11.1111,3,60.4883
20,Vassar College,Men,Team,0.6667,0.3,0,29.3333,41.6,61.4286,19.5556,12.48,0,2.5,34.5356
63,Long Island University,Men,Epee,0.8,0.6667,0,31.2,41.7778,56.25,24.96,27.8519,0,5,57.8119
30,New York University,Men,Epee,0.6667,0.5714,0.5,30,42.2857,60.625,20,24.1633,30.3125,4.5,78.9758
63,Long Island University,Men,Foil,0.4286,0.1,0,30.8571,40,58,13.2245,0,0,1.5,14.7245
30,New York University,Men,Foil,0.875,0.875,0.2857,30,41,63.3333,26.25,35.875,18.0952,4.5,84.7202
63,Long Island University,Men,Sabre,0.8889,0.5714,0.125,31.3333,38.8571,61.6667,27.8519,22.2041,7.7083,3.5,61.2643
30,New York University,Men,Sabre,0.8,0.4444,0.1429,30.6,40,63.3333,24.48,17.7778,9.0476,4.5,55.8054
63,Long Island University,Men,Team,0.8333,0.3636,0,31.5,40,56,26.25,14.5455,0,3.5,44.2955
30,New York University,Men,Team,0.9091,0.9091,0.2308,30.75,42.1818,60,27.9545,38.3471,13.8462,4.5,84.6478
89,Wagner College,Men,Epee,0.875,0.4286,0.1053,29.625,40.5714,59.4118,25.9219,17.3878,6.2539,3.5,53.0635
89,Wagner College,Men,Foil,0.8333,0.2,0.0833,30,40.4,59,25,8.08,4.9167,3,40.9967
89,Wagner College,Men,Sabre,0.8,0.375,0.125,30,40,62.1429,24,15,7.7679,3,49.7679
89,Wagner College,Men,Team,0.875,0.5833,0,29.625,40.6667,58.3333,25.9219,23.7222,0,3,52.6441
84,Long Island University,Women,Epee,0.8889,0.25,0.2,28,38,55,24.8889,9.5,11,3,48.3889
5,New York University,Women,Epee,0.8571,0.5333,0.5333,31.7143,41.7778,56.9231,27.1837,22.2815,30.359,5,84.8241
84,Long Island University,Women,Foil,0.3846,0.25,0,30,42,65,11.5385,0,0,1.5,13.0385
5,New York University,Women,Foil,0.9091,0.2727,0,30,41.0909,71.4286,27.2727,11.2066,0,4,42.4793
84,Long Island University,Women,Sabre,0.4,0.1429,0,24.9,40,60,9.96,0,0,2,11.96
5,New York University,Women,Sabre,0.9,0.4,0.2727,28.5,41.2,62.2222,25.65,16.48,16.9697,4.5,63.5997
84,Long Island University,Women,Team,0.4,0.1429,0,28.2,40.5714,65,11.28,0,0,2,13.28
5,New York University,Women,Team,0.8889,0.5,0.1,31.3333,41.6667,67.5,27.8519,20.8333,6.75,4.5,59.9352
14,Wagner College,Women,Epee,0.875,0.6667,0.1579,31.125,40.4444,58.2353,27.2344,26.963,9.195,4,67.3924
14,Wagner College,Women,Foil,0.9091,0.0909,0,29.4545,41.0909,66.6667,26.7769,0,0,2,28.7769
14,Wagner College,Women,Sabre,0.9,0.5,0.0625,27.9,39.2,62.8571,25.11,19.6,3.9286,3.5,52.1386
14,Wagner College,Women,Team,0.9,0.4545,0,31.2,41.4545,65.3846,28.08,18.843,0,3,49.923
65,New Jersey Institute of Technology,Men,Epee,0.8333,0.8333,0.5882,30.75,42.3333,59.3333,25.625,35.2778,34.902,4.5,100.3047
65,New Jersey Institute of Technology,Men,Foil,0.8,0.6364,0,30.6,40.7273,63,24.48,25.9174,0,3,53.3974
65,New Jersey Institute of Technology,Men,Sabre,0.9,0.5,0.3333,32.1,41,56.9231,28.89,20.5,18.9744,2.5,70.8644
65,New Jersey Institute of Technology,Men,Team,0.8333,0.6875,0,31.5,41,60,26.25,28.1875,0,3.5,57.9375
86,New Jersey Institute of Technology,Women,Epee,0.5833,0.3333,0,26,41,62.1429,15.1667,13.6667,0,2,30.8333
86,New Jersey Institute of Technology,Women,Foil,0.3889,0.0909,0,29.5,40.7273,64.4444,11.4722,0,0,1.5,12.9722
